certified_per_keyper_resistance_usd,total_stress_targets,covered_stress_targets,empirical_certificate_coverage,empirical_certificate_coverage_pct
7725,1.46317e+06,1.448989e+06,0.9903080298256525,99.03080298256525
7750,1.46317e+06,1.449009e+06,0.9903216987773122,99.03216987773122
7775,1.46317e+06,1.449027e+06,0.9903340008338061,99.0334000833806
7800,1.46317e+06,1.449043e+06,0.9903449359951338,99.03449359951338
7825,1.46317e+06,1.449065e+06,0.9903599718419596,99.03599718419596
7850,1.46317e+06,1.44908e+06,0.9903702235557044,99.03702235557044
7875,1.46317e+06,1.449106e+06,0.9903879931928621,99.03879931928621
7900,1.46317e+06,1.449133e+06,0.9904064462776028,99.04064462776027
7925,1.46317e+06,1.449152e+06,0.9904194317816795,99.04194317816795
7950,1.46317e+06,1.449181e+06,0.9904392517615861,99.04392517615861
7975,1.46317e+06,1.449222e+06,0.9904672731124886,99.04672731124886
8000,1.46317e+06,1.449282e+06,0.9905082799674679,99.05082799674679
8025,1.46317e+06,1.449344e+06,0.9905506537176131,99.05506537176132
8050,1.46317e+06,1.449378e+06,0.9905738909354347,99.05738909354348
8075,1.46317e+06,1.449404e+06,0.9905916605725924,99.05916605725923
8100,1.46317e+06,1.449428e+06,0.9906080633145841,99.06080633145841
8125,1.46317e+06,1.449444e+06,0.9906189984759118,99.06189984759119
8150,1.46317e+06,1.449471e+06,0.9906374515606525,99.06374515606525
8175,1.46317e+06,1.449496e+06,0.9906545377502273,99.06545377502272
8200,1.46317e+06,1.449529e+06,0.9906770915204658,99.06770915204659
8225,1.46317e+06,1.449562e+06,0.9906996452907044,99.06996452907045
8250,1.46317e+06,1.44959e+06,0.9907187818230281,99.07187818230281
8275,1.46317e+06,1.449618e+06,0.9907379183553517,99.07379183553518
8300,1.46317e+06,1.449641e+06,0.9907536376497604,99.07536376497605
8325,1.46317e+06,1.449665e+06,0.9907700403917522,99.07700403917522
